[0.000000] (-) TimerEvent: {}
[0.000526] (shi2d2_model) JobQueued: {'identifier': 'shi2d2_model', 'dependencies': OrderedDict()}
[0.165102] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/urdf\n'}
[0.165383] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/urdf/shi2d2_model.xacro\n'}
[0.166649] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/urdf/shi2d2_model.urdf\n'}
[0.166772] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/urdf/dum.urdf\n'}
[0.167050] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/urdf/test.urdf\n'}
[0.167876] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/urdf/shi2d2_model.csv\n'}
[0.168011] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/urdf/dummy.urdf\n'}
[0.168433] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/worlds\n'}
[0.169843] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/worlds/cafe.world\n'}
[0.170136] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/worlds/farm.world\n'}
[0.170371] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/worlds/neighborhood.world\n'}
[0.171303] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/worlds/empty.world\n'}
[0.171537] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/ament_index/resource_index/package_run_dependencies/shi2d2_model\n'}
[0.171750] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/ament_index/resource_index/parent_prefix_path/shi2d2_model\n'}
[0.172229] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/environment/ament_prefix_path.sh\n'}
[0.173837] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/environment/ament_prefix_path.dsv\n'}
[0.174005] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/environment/path.sh\n'}
[0.174152] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/environment/path.dsv\n'}
[0.174293] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/local_setup.bash\n'}
[0.174430] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/local_setup.sh\n'}
[0.174586] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/local_setup.zsh\n'}
[0.174727] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/local_setup.dsv\n'}
[0.174860] (shi2d2_model) StdoutLine: {'line': b'-- Installing: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/package.dsv\n'}
[0.174996] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/ament_index/resource_index/packages/shi2d2_model\n'}
[0.175136] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/cmake/shi2d2_modelConfig.cmake\n'}
[0.175278] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/cmake/shi2d2_modelConfig-version.cmake\n'}
[0.175422] (shi2d2_model) StdoutLine: {'line': b'-- Up-to-date: /home/mlu/Documents/Programming/Robotics/shi2d2/install/shi2d2_model/share/shi2d2_model/package.xml\n'}
[0.175561] (shi2d2_model) CommandEnded: {'returncode': 0}
[0.199718] (-) TimerEvent: {}
[0.218732] (shi2d2_model) JobEnded: {'identifier': 'shi2d2_model', 'rc': 0}
[0.219680] (-) EventReactorShutdown: {}
